ID,Producto,Categoria,Precio,Descuento,Stock,Publicidad,Calificacion,Visitas_Web,Mes,Dia_Semana,Temporada,Ventas
1120,Laptop,Computo,2518.88,18,238,No,3.9,8608,Enero,Martes,Normal,229
1121,Impresora,Tecnologia,3438.25,6,35,Si,1.7,5241,Enero,Lunes,Black Friday,223
1122,Teclado,Computo,2908.19,25,142,Si,2.0,5788,Octubre,Sabado,Navidad,247
1123,Celular,Gaming,1579.34,42,27,No,1.8,9039,Junio,Lunes,Normal,277
1124,Impresora,Computo,1785.72,47,458,No,1.5,1442,Julio,Domingo,Normal,247
1125,Parlante,Gaming,3043.98,49,175,Si,1.0,4803,Febrero,Miercoles,Black Friday,319
1126,Mouse,Computo,689.26,28,195,Si,4.7,4919,Junio,Viernes,Black Friday,399
1127,Escritorio,Accesorios,1714.16,11,108,Si,3.5,5732,Octubre,Lunes,Normal,211
1128,Celular,Gaming,365.03,12,222,No,2.8,1574,Diciembre,Miercoles,Black Friday,207
1129,Audifonos,Gaming,1072.34,8,88,Si,2.9,7114,Octubre,Viernes,Fiestas Patrias,260
1130,Router,Gaming,1477.85,37,140,No,1.3,7660,Agosto,Viernes,Black Friday,319
1131,Smartwatch,Accesorios,2339.1,47,201,Si,3.3,2420,Octubre,Martes,Fiestas Patrias,265
1132,Laptop,Tecnologia,3368.5,2,148,Si,2.2,1014,Enero,Jueves,Normal,101
1133,Smartwatch,Gaming,3405.5,27,72,No,2.7,5693,Julio,Jueves,Normal,181
1134,Impresora,Gaming,884.04,47,33,Si,2.6,405,Noviembre,Martes,Normal,240
1135,Escritorio,Computo,3486.06,45,38,No,2.0,1063,Mayo,Domingo,Normal,170
1136,Audifonos,Gaming,380.66,31,73,Si,2.2,3785,Septiembre,Miercoles,Normal,265
1137,Silla Gamer,Computo,44.68,37,40,Si,4.3,8011,Junio,Jueves,Navidad,389
1138,Parlante,Accesorios,3148.6,37,96,No,1.5,1478,Abril,Miercoles,Fiestas Patrias,175
1139,Disco SSD,Oficina,2957.77,5,53,No,2.9,1090,Enero,Sabado,Campaña Escolar,105
1140,Teclado,Oficina,2821.81,29,78,No,2.2,4412,Septiembre,Miercoles,Black Friday,254
1141,Disco SSD,Tecnologia,656.47,26,459,No,3.2,8914,Septiembre,Miercoles,Navidad,329
1142,Camara,Gaming,3440.35,30,20,No,1.6,4121,Enero,Martes,Navidad,182
1143,Smartwatch,Computo,1992.67,34,11,Si,3.7,9654,Febrero,Martes,Fiestas Patrias,352
1144,Impresora,Oficina,2342.31,24,395,No,4.1,9291,Noviembre,Viernes,Campaña Escolar,307
1145,Teclado,Gaming,1708.81,2,234,No,3.1,4918,Febrero,Domingo,Fiestas Patrias,194
1146,Escritorio,Tecnologia,567.07,50,300,No,3.1,2067,Mayo,Jueves,Normal,291
1147,Disco SSD,Accesorios,2201.38,12,194,Si,4.2,2484,Junio,Jueves,Fiestas Patrias,237
1148,Camara,Computo,738.74,39,255,Si,4.5,2313,Marzo,Lunes,Fiestas Patrias,323
1149,Smartwatch,Accesorios,1923.27,15,381,Si,2.7,8094,Febrero,Jueves,Navidad,314
1150,Smartwatch,Oficina,295.18,43,146,No,1.4,6664,Septiembre,Martes,Campaña Escolar,304
1151,Disco SSD,Oficina,372.06,12,197,No,2.4,1059,Diciembre,Domingo,Navidad,193
1152,Smartwatch,Computo,974.09,15,178,Si,4.1,5474,Marzo,Domingo,Normal,254
1153,Monitor,Tecnologia,1360.17,3,99,Si,1.2,7528,Agosto,Jueves,Navidad,224
1154,Laptop,Computo,2457.21,22,254,Si,1.4,8674,Enero,Sabado,Navidad,299
1155,Impresora,Oficina,294.68,20,410,No,2.9,2283,Enero,Lunes,Navidad,214
1156,Laptop,Gaming,2971.75,38,449,No,2.9,7880,Mayo,Sabado,Campaña Escolar,315
1157,Monitor,Accesorios,1198.37,32,240,No,3.2,1146,Mayo,Miercoles,Navidad,253
1158,Smartwatch,Oficina,2013.25,26,335,Si,4.2,8854,Noviembre,Lunes,Fiestas Patrias,295
1159,Teclado,Computo,1856.61,24,205,Si,4.9,4489,Febrero,Lunes,Navidad,305
1160,Monitor,Gaming,607.63,29,392,No,1.8,1080,Junio,Viernes,Fiestas Patrias,239
1161,Teclado,Computo,1144.55,15,433,Si,1.3,2900,Octubre,Martes,Campaña Escolar,247
1162,Audifonos,Gaming,1333.17,16,297,Si,2.0,4105,Junio,Viernes,Black Friday,279
1163,Teclado,Tecnologia,980.3,24,75,Si,1.3,4582,Agosto,Sabado,Normal,224
1164,Tablet,Tecnologia,2720.01,32,64,Si,3.3,1271,Febrero,Jueves,Black Friday,258
1165,Escritorio,Gaming,3211.43,46,472,No,2.9,9386,Octubre,Sabado,Black Friday,374
1166,Audifonos,Computo,1246.8,30,481,Si,1.8,8014,Abril,Sabado,Navidad,353
1167,Disco SSD,Oficina,460.7,16,407,No,3.0,3563,Octubre,Martes,Normal,210
1168,Mouse,Oficina,3233.04,17,375,No,2.1,8378,Mayo,Sabado,Black Friday,274
1169,Monitor,Accesorios,2312.98,7,413,No,3.9,5071,Marzo,Domingo,Navidad,237
1170,Disco SSD,Computo,1064.23,11,24,No,2.1,9878,Julio,Martes,Fiestas Patrias,273
1171,Celular,Oficina,718.48,28,123,Si,1.8,3485,Enero,Lunes,Black Friday,311
1172,Impresora,Oficina,2238.16,25,380,No,2.9,9769,Agosto,Domingo,Campaña Escolar,288
1173,Smartwatch,Computo,3434.22,7,422,Si,1.5,3395,Octubre,Viernes,Campaña Escolar,190
1174,Tablet,Tecnologia,1716.06,34,402,No,4.8,9968,Junio,Viernes,Normal,294
1175,Camara,Oficina,2360.8,2,190,Si,3.9,7145,Julio,Viernes,Black Friday,288
1176,Router,Accesorios,493.48,21,158,No,1.6,6173,Septiembre,Martes,Black Friday,294
1177,Mouse,Computo,75.16,22,150,No,4.6,9087,Abril,Domingo,Navidad,305
1178,Smartwatch,Oficina,1991.48,20,451,Si,2.2,7161,Octubre,Domingo,Fiestas Patrias,290
1179,Teclado,Tecnologia,2197.93,16,52,No,1.6,1591,Diciembre,Sabado,Navidad,225
1180,Mouse,Gaming,614.43,44,331,Si,2.3,8648,Octubre,Jueves,Fiestas Patrias,404
1181,Parlante,Oficina,1786.98,31,144,Si,1.4,4799,Marzo,Miercoles,Black Friday,286
1182,Router,Tecnologia,491.98,17,353,No,3.8,1363,Noviembre,Domingo,Navidad,264
1183,Impresora,Oficina,3499.48,14,212,Si,3.6,3145,Noviembre,Sabado,Normal,195
1184,Monitor,Accesorios,748.39,27,497,Si,3.8,7687,Octubre,Domingo,Normal,316
1185,Silla Gamer,Accesorios,934.09,28,51,No,2.0,3843,Agosto,Viernes,Fiestas Patrias,249
1186,Router,Gaming,2392.61,44,318,No,2.6,7692,Agosto,Martes,Campaña Escolar,294
1187,Audifonos,Gaming,3262.17,32,314,No,2.1,3224,Noviembre,Miercoles,Black Friday,244
1188,Mouse,Gaming,2736.39,6,136,No,2.6,6104,Enero,Viernes,Navidad,203
1189,Parlante,Accesorios,1296.19,27,471,Si,1.7,4631,Mayo,Lunes,Fiestas Patrias,321
1190,Laptop,Gaming,3191.47,2,373,Si,1.7,6085,Junio,Lunes,Fiestas Patrias,173
1191,Monitor,Oficina,573.87,10,369,No,4.5,9160,Diciembre,Viernes,Black Friday,356
1192,Escritorio,Oficina,2654.11,17,50,Si,1.7,283,Julio,Jueves,Black Friday,208
1193,Silla Gamer,Accesorios,56.72,13,117,No,3.2,3160,Agosto,Martes,Campaña Escolar,200
1194,Parlante,Computo,82.92,3,156,Si,3.5,262,Julio,Martes,Fiestas Patrias,181
1195,Teclado,Tecnologia,2362.43,13,426,Si,4.5,5967,Febrero,Sabado,Normal,223
1196,Escritorio,Oficina,1627.9,47,267,Si,1.2,3895,Noviembre,Jueves,Campaña Escolar,307
1197,Teclado,Oficina,358.87,39,230,No,4.8,3379,Agosto,Domingo,Navidad,366
1198,Router,Accesorios,2291.49,36,255,No,2.5,7223,Agosto,Viernes,Black Friday,337
1199,Tablet,Computo,698.4,39,246,Si,3.3,6450,Abril,Martes,Black Friday,361
1200,Router,Oficina,1999.47,4,282,No,2.7,7827,Diciembre,Martes,Navidad,251
1201,Tablet,Gaming,1074.25,22,428,Si,4.9,7680,Octubre,Miercoles,Normal,330
1202,Router,Oficina,3086.75,45,161,No,2.5,9543,Diciembre,Miercoles,Normal,272
1203,Escritorio,Tecnologia,2744.57,7,304,No,2.9,4706,Marzo,Sabado,Navidad,211
1204,Celular,Gaming,1773.62,27,305,Si,2.5,7296,Febrero,Viernes,Navidad,304
1205,Monitor,Oficina,2834.62,16,170,No,3.1,2405,Noviembre,Sabado,Normal,128
1206,Router,Tecnologia,1210.81,48,486,No,3.2,1771,Junio,Viernes,Normal,293
1207,Celular,Gaming,2274.07,9,271,No,3.5,114,Agosto,Viernes,Fiestas Patrias,154
1208,Impresora,Computo,1559.33,8,378,No,2.3,5052,Mayo,Martes,Normal,165
1209,Escritorio,Gaming,1644.06,24,186,Si,1.2,1519,Mayo,Lunes,Black Friday,267
1210,Router,Tecnologia,866.07,38,321,Si,1.7,4201,Noviembre,Miercoles,Navidad,394
1211,Audifonos,Oficina,2673.31,29,277,Si,2.0,2942,Febrero,Martes,Navidad,291
1212,Parlante,Computo,2824.06,15,144,No,2.1,9084,Mayo,Martes,Navidad,277
1213,Audifonos,Computo,2448.57,28,201,Si,1.0,8637,Enero,Sabado,Normal,255
1214,Disco SSD,Gaming,1577.3,8,242,No,4.7,5544,Diciembre,Martes,Black Friday,288
1215,Smartwatch,Accesorios,245.85,23,437,No,2.0,6334,Mayo,Domingo,Campaña Escolar,250
1216,Teclado,Gaming,2806.79,14,232,Si,3.0,1618,Enero,Miercoles,Normal,187
1217,Router,Accesorios,2909.11,11,366,No,2.4,7953,Agosto,Domingo,Black Friday,261
1218,Monitor,Oficina,1864.58,24,380,Si,2.0,4120,Diciembre,Sabado,Campaña Escolar,282
1219,Router,Computo,2570.41,31,76,Si,5.0,9944,Enero,Sabado,Fiestas Patrias,349
1220,Laptop,Accesorios,326.74,16,61,No,4.0,2434,Agosto,Jueves,Black Friday,210
1221,Celular,Gaming,3467.44,47,247,No,3.0,6945,Abril,Jueves,Black Friday,341
1222,Audifonos,Accesorios,1552.5,28,123,Si,4.5,5314,Septiembre,Domingo,Black Friday,328
1223,Audifonos,Oficina,2317.97,7,175,Si,2.7,2958,Julio,Sabado,Fiestas Patrias,217
1224,Mouse,Gaming,1398.27,8,432,No,2.7,4541,Noviembre,Miercoles,Black Friday,238
1225,Impresora,Computo,2716.75,38,411,No,4.2,4663,Mayo,Domingo,Normal,255
1226,Silla Gamer,Gaming,222.67,37,191,Si,1.4,4086,Julio,Jueves,Campaña Escolar,305
1227,Camara,Computo,3317.53,7,354,No,2.1,2853,Noviembre,Sabado,Campaña Escolar,155
1228,Camara,Tecnologia,3088.09,11,101,Si,3.5,182,Noviembre,Lunes,Normal,143
1229,Tablet,Tecnologia,1337.79,28,473,No,3.8,9785,Septiembre,Lunes,Black Friday,383
1230,Monitor,Computo,3391.48,39,170,Si,1.3,2013,Mayo,Martes,Normal,255
1231,Router,Tecnologia,2947.01,6,387,Si,2.7,6511,Enero,Viernes,Campaña Escolar,285
1232,Escritorio,Tecnologia,237.43,2,431,Si,3.7,7330,Febrero,Domingo,Navidad,311
1233,Tablet,Gaming,943.0,43,167,No,4.8,4657,Marzo,Lunes,Campaña Escolar,307
1234,Audifonos,Oficina,265.51,48,237,No,3.9,5841,Noviembre,Lunes,Black Friday,359
1235,Smartwatch,Oficina,2887.16,37,335,No,4.9,736,Diciembre,Sabado,Fiestas Patrias,243
1236,Teclado,Tecnologia,427.38,11,222,No,3.9,4468,Mayo,Domingo,Normal,219
1237,Tablet,Computo,1699.08,50,329,Si,1.0,4407,Enero,Miercoles,Fiestas Patrias,318
1238,Celular,Tecnologia,1733.56,42,304,No,1.7,927,Agosto,Martes,Navidad,249
1239,Teclado,Oficina,848.97,48,173,No,2.8,9893,Febrero,Martes,Navidad,373
1240,Monitor,Gaming,791.79,16,102,No,1.8,2322,Noviembre,Lunes,Black Friday,216
1241,Mouse,Tecnologia,3442.19,23,20,No,1.1,8276,Febrero,Lunes,Navidad,243
1242,Smartwatch,Oficina,3204.68,22,92,Si,3.7,4489,Enero,Jueves,Campaña Escolar,250
1243,Disco SSD,Tecnologia,2744.31,11,299,Si,4.2,7919,Noviembre,Jueves,Fiestas Patrias,286
1244,Escritorio,Computo,3433.05,10,43,No,1.9,78,Julio,Viernes,Normal,91
1245,Celular,Oficina,2778.04,15,432,Si,1.3,5805,Julio,Domingo,Normal,208
1246,Laptop,Oficina,2948.82,1,306,Si,4.6,622,Diciembre,Domingo,Black Friday,231
1247,Router,Gaming,787.12,38,476,No,3.7,3790,Junio,Miercoles,Fiestas Patrias,309
1248,Laptop,Tecnologia,2189.47,5,122,Si,3.2,9838,Junio,Viernes,Fiestas Patrias,259
1249,Parlante,Oficina,954.72,6,466,Si,1.3,5296,Mayo,Sabado,Campaña Escolar,221
1250,Camara,Tecnologia,2607.74,10,490,No,2.3,8178,Julio,Sabado,Campaña Escolar,250
1251,Escritorio,Oficina,49.56,17,498,No,3.9,654,Febrero,Sabado,Fiestas Patrias,250
1252,Mouse,Oficina,2085.9,24,11,Si,3.3,1749,Diciembre,Martes,Campaña Escolar,213
1253,Monitor,Tecnologia,2869.24,20,214,No,3.6,4136,Diciembre,Viernes,Campaña Escolar,238
1254,Tablet,Tecnologia,40.41,13,65,No,4.5,8390,Septiembre,Sabado,Fiestas Patrias,236
1255,Camara,Oficina,3412.2,45,281,Si,1.2,4558,Enero,Lunes,Fiestas Patrias,307
1256,Impresora,Tecnologia,3088.35,32,75,No,4.0,3323,Julio,Lunes,Campaña Escolar,179
1257,Silla Gamer,Gaming,2348.66,45,122,Si,2.9,8830,Marzo,Sabado,Navidad,365
1258,Disco SSD,Tecnologia,1069.78,46,124,No,4.4,9871,Enero,Sabado,Campaña Escolar,385
1259,Silla Gamer,Tecnologia,1378.33,13,21,Si,2.0,3036,Agosto,Viernes,Normal,199
1260,Escritorio,Accesorios,2095.45,19,457,No,4.2,5802,Enero,Martes,Normal,281
1261,Parlante,Tecnologia,1672.03,9,372,Si,4.3,4361,Agosto,Viernes,Campaña Escolar,241
1262,Parlante,Tecnologia,321.89,44,302,Si,1.1,8675,Febrero,Jueves,Navidad,404
1263,Mouse,Accesorios,2555.16,23,162,No,2.5,7051,Julio,Miercoles,Black Friday,255
1264,Mouse,Gaming,1845.26,5,255,Si,4.1,3314,Septiembre,Martes,Fiestas Patrias,205
1265,Smartwatch,Tecnologia,2867.9,35,451,Si,4.2,3291,Octubre,Martes,Fiestas Patrias,292
1266,Mouse,Computo,2865.9,30,298,Si,4.7,4459,Marzo,Domingo,Black Friday,355
1267,Escritorio,Computo,261.18,8,137,Si,3.4,7470,Septiembre,Martes,Black Friday,309
1268,Disco SSD,Gaming,2652.12,2,308,No,3.0,1129,Enero,Martes,Normal,94
1269,Smartwatch,Accesorios,951.49,14,118,Si,4.6,5307,Enero,Jueves,Normal,217
1270,Laptop,Accesorios,1544.32,40,97,No,2.7,6277,Febrero,Sabado,Navidad,298
1271,Tablet,Oficina,1474.53,25,336,Si,2.3,9330,Diciembre,Martes,Campaña Escolar,291
1272,Silla Gamer,Computo,1226.58,19,70,Si,4.6,839,Septiembre,Jueves,Black Friday,305
1273,Teclado,Gaming,1393.04,0,295,Si,2.1,5439,Diciembre,Lunes,Navidad,248
1274,Escritorio,Oficina,2134.0,12,161,No,4.5,471,Octubre,Lunes,Fiestas Patrias,195
1275,Tablet,Tecnologia,2300.92,48,84,Si,4.5,1884,Septiembre,Martes,Campaña Escolar,353
1276,Camara,Tecnologia,1415.07,41,421,Si,3.7,436,Octubre,Miercoles,Navidad,354
1277,Celular,Accesorios,273.12,41,407,Si,2.7,6747,Mayo,Lunes,Campaña Escolar,371
1278,Smartwatch,Accesorios,2598.27,50,394,No,2.4,6827,Noviembre,Domingo,Black Friday,377
1279,Teclado,Accesorios,1351.05,16,167,No,1.1,1016,Noviembre,Lunes,Normal,104
1280,Audifonos,Accesorios,1618.52,48,138,No,4.7,5734,Julio,Miercoles,Fiestas Patrias,303
1281,Laptop,Tecnologia,871.0,39,54,Si,1.4,154,Diciembre,Lunes,Navidad,240
1282,Teclado,Tecnologia,473.97,38,210,Si,1.6,6432,Agosto,Viernes,Normal,294
1283,Disco SSD,Accesorios,822.96,4,281,No,4.1,536,Diciembre,Jueves,Navidad,191
1284,Tablet,Accesorios,2094.3,25,223,Si,2.3,9198,Diciembre,Sabado,Fiestas Patrias,334
1285,Smartwatch,Tecnologia,1932.9,1,295,Si,2.9,6893,Junio,Martes,Normal,190
1286,Escritorio,Oficina,1979.81,24,470,Si,1.0,8073,Abril,Jueves,Campaña Escolar,290
1287,Celular,Gaming,3285.8,32,67,Si,1.5,2637,Agosto,Lunes,Black Friday,272
1288,Monitor,Gaming,2586.06,41,94,No,2.7,1696,Agosto,Martes,Black Friday,263
1289,Teclado,Oficina,3475.06,4,114,No,1.5,2417,Diciembre,Martes,Fiestas Patrias,105
1290,Monitor,Computo,24.97,24,484,Si,4.3,9427,Marzo,Lunes,Navidad,396
1291,Audifonos,Accesorios,3497.24,48,234,No,1.6,4727,Febrero,Domingo,Black Friday,334
1292,Tablet,Accesorios,1830.0,14,17,Si,2.3,7777,Junio,Martes,Fiestas Patrias,287
1293,Smartwatch,Gaming,1799.46,3,455,Si,1.2,868,Marzo,Viernes,Navidad,223
1294,Mouse,Oficina,1597.89,17,19,No,1.2,2051,Septiembre,Jueves,Campaña Escolar,140
1295,Parlante,Oficina,1502.91,20,74,Si,3.4,6381,Mayo,Lunes,Black Friday,318
1296,Monitor,Computo,3286.74,45,441,Si,3.3,9531,Julio,Viernes,Campaña Escolar,374
1297,Disco SSD,Gaming,1076.19,0,342,Si,2.3,9024,Enero,Jueves,Normal,227
1298,Celular,Gaming,1853.32,12,407,No,1.4,5137,Enero,Jueves,Navidad,224
1299,Celular,Tecnologia,1635.94,30,90,Si,4.0,9158,Agosto,Jueves,Campaña Escolar,304
1300,Camara,Tecnologia,367.18,30,410,Si,3.7,1018,Diciembre,Sabado,Black Friday,330
1301,Teclado,Computo,1790.22,0,141,Si,3.1,939,Mayo,Martes,Normal,148
1302,Celular,Computo,1698.14,9,299,Si,4.9,3399,Marzo,Sabado,Black Friday,294
1303,Celular,Oficina,769.14,1,359,Si,1.8,9371,Marzo,Domingo,Black Friday,322
1304,Smartwatch,Computo,1368.93,43,17,Si,4.7,3235,Noviembre,Jueves,Normal,274
1305,Tablet,Computo,1378.2,37,388,No,3.7,8540,Septiembre,Lunes,Fiestas Patrias,328
1306,Smartwatch,Computo,1582.0,5,343,Si,4.4,9624,Diciembre,Viernes,Navidad,295
1307,Smartwatch,Tecnologia,3181.27,50,250,No,1.4,6670,Octubre,Miercoles,Normal,230
1308,Disco SSD,Tecnologia,3185.36,6,163,No,1.9,3466,Febrero,Jueves,Fiestas Patrias,160
1309,Router,Tecnologia,3353.03,25,435,Si,3.1,2120,Junio,Miercoles,Campaña Escolar,220
1310,Camara,Accesorios,1086.27,8,165,Si,2.1,8922,Marzo,Miercoles,Campaña Escolar,290
1311,Silla Gamer,Oficina,308.54,20,425,Si,2.4,4972,Diciembre,Domingo,Navidad,291
1312,Smartwatch,Accesorios,685.05,39,387,No,2.1,9970,Junio,Miercoles,Fiestas Patrias,343
1313,Audifonos,Tecnologia,736.49,3,364,No,4.4,7136,Febrero,Miercoles,Fiestas Patrias,231
1314,Celular,Gaming,1794.75,40,460,No,2.9,1343,Septiembre,Domingo,Normal,224
1315,Escritorio,Gaming,1731.25,30,323,No,1.5,9475,Noviembre,Domingo,Navidad,285
1316,Celular,Gaming,714.51,27,145,Si,3.6,8180,Junio,Domingo,Normal,293
1317,Disco SSD,Oficina,2683.14,21,474,Si,2.1,5823,Febrero,Lunes,Black Friday,303
1318,Audifonos,Tecnologia,1467.93,36,489,Si,1.8,2388,Febrero,Martes,Fiestas Patrias,318
1319,Escritorio,Accesorios,2276.62,45,212,Si,4.0,7221,Agosto,Martes,Campaña Escolar,352
1320,Audifonos,Oficina,1453.57,43,57,No,1.2,8677,Noviembre,Viernes,Campaña Escolar,309
1321,Impresora,Oficina,1989.29,3,148,No,1.2,3194,Agosto,Sabado,Normal,84
1322,Monitor,Tecnologia,2532.5,25,111,No,3.6,6744,Enero,Domingo,Campaña Escolar,226
1323,Tablet,Gaming,1506.35,18,97,No,4.8,3198,Junio,Sabado,Fiestas Patrias,222
1324,Router,Gaming,1351.9,21,214,No,4.2,8383,Septiembre,Jueves,Black Friday,303
1325,Router,Accesorios,2362.07,19,152,Si,3.3,3010,Mayo,Martes,Fiestas Patrias,219
1326,Celular,Computo,3181.11,2,134,Si,4.3,7681,Mayo,Domingo,Normal,218
1327,Impresora,Computo,1459.48,48,72,Si,2.5,610,Agosto,Martes,Navidad,252
1328,Escritorio,Gaming,3338.89,14,347,Si,2.2,9983,Mayo,Martes,Campaña Escolar,289
1329,Teclado,Accesorios,3161.85,44,327,Si,2.7,5440,Febrero,Lunes,Fiestas Patrias,324
1330,Celular,Computo,231.18,43,84,Si,1.7,1775,Junio,Martes,Campaña Escolar,260
1331,Silla Gamer,Computo,2901.18,23,322,No,3.7,8903,Junio,Martes,Fiestas Patrias,290
1332,Camara,Accesorios,2925.65,33,322,Si,2.2,3176,Septiembre,Miercoles,Normal,234
1333,Tablet,Oficina,160.18,7,281,Si,2.5,4126,Marzo,Jueves,Fiestas Patrias,244
1334,Laptop,Gaming,3251.21,17,370,No,2.8,8251,Septiembre,Miercoles,Fiestas Patrias,241
1335,Disco SSD,Computo,1222.76,46,330,No,1.2,4940,Octubre,Sabado,Campaña Escolar,257
1336,Impresora,Tecnologia,2421.29,28,280,Si,3.1,2966,Diciembre,Jueves,Normal,205
1337,Silla Gamer,Gaming,372.44,29,29,No,2.0,6315,Febrero,Miercoles,Normal,240
1338,Router,Accesorios,2487.76,20,409,No,2.0,5988,Agosto,Miercoles,Normal,183
1339,Laptop,Gaming,3131.75,16,47,Si,4.0,5360,Noviembre,Martes,Navidad,264
1340,Smartwatch,Computo,1418.31,14,436,No,3.9,4562,Abril,Lunes,Normal,229
1341,Silla Gamer,Tecnologia,30.13,50,137,No,4.2,1429,Septiembre,Jueves,Campaña Escolar,331
1342,Impresora,Gaming,1571.14,11,199,No,2.1,5661,Octubre,Viernes,Normal,211
1343,Tablet,Accesorios,554.82,19,34,No,4.1,5962,Diciembre,Domingo,Black Friday,275
1344,Tablet,Computo,3266.04,24,364,No,3.9,4834,Enero,Miercoles,Fiestas Patrias,238
1345,Audifonos,Oficina,2787.6,16,290,No,2.8,8858,Septiembre,Lunes,Campaña Escolar,242
1346,Escritorio,Oficina,1726.76,49,153,No,4.2,8255,Agosto,Miercoles,Campaña Escolar,354
1347,Escritorio,Oficina,1954.57,25,195,Si,2.8,5003,Marzo,Domingo,Navidad,282
1348,Teclado,Accesorios,2225.61,46,192,No,2.4,1356,Mayo,Jueves,Navidad,230
1349,Mouse,Gaming,3237.24,22,337,No,2.7,959,Julio,Lunes,Normal,150
1350,Silla Gamer,Computo,655.54,31,234,No,3.2,9457,Julio,Martes,Navidad,327
1351,Escritorio,Gaming,2682.57,14,278,No,2.9,1453,Marzo,Martes,Campaña Escolar,167
1352,Audifonos,Gaming,1844.06,21,24,No,1.2,3053,Agosto,Lunes,Fiestas Patrias,171
1353,Celular,Gaming,1697.31,27,74,Si,1.5,1839,Diciembre,Jueves,Campaña Escolar,230
1354,Smartwatch,Tecnologia,978.5,5,113,No,2.3,1023,Marzo,Miercoles,Fiestas Patrias,170
1355,Mouse,Computo,3357.4,9,63,Si,2.0,5200,Julio,Martes,Black Friday,266
1356,Laptop,Tecnologia,1857.61,38,165,No,3.9,5923,Mayo,Jueves,Normal,255
1357,Router,Oficina,2415.64,20,317,No,4.2,6525,Octubre,Jueves,Fiestas Patrias,270
1358,Escritorio,Tecnologia,3177.97,39,309,Si,4.1,4587,Junio,Viernes,Navidad,362
1359,Parlante,Computo,306.87,32,25,Si,1.3,7791,Marzo,Viernes,Normal,294
1360,Impresora,Oficina,3192.34,7,335,Si,3.1,6088,Diciembre,Martes,Fiestas Patrias,219
1361,Laptop,Computo,1712.82,41,244,Si,4.5,1850,Junio,Jueves,Fiestas Patrias,318
1362,Audifonos,Computo,1661.39,30,189,Si,1.2,4010,Septiembre,Sabado,Normal,256
1363,Smartwatch,Accesorios,2525.46,31,271,No,3.0,402,Febrero,Viernes,Campaña Escolar,221
1364,Parlante,Computo,852.62,20,127,No,4.3,6852,Noviembre,Domingo,Fiestas Patrias,243
1365,Silla Gamer,Computo,1823.77,14,399,No,2.3,7062,Febrero,Viernes,Navidad,258
1366,Parlante,Accesorios,3028.6,50,82,No,3.4,3430,Enero,Martes,Navidad,287
1367,Impresora,Oficina,3011.92,5,87,Si,2.0,1929,Julio,Miercoles,Campaña Escolar,175
1368,Monitor,Accesorios,1260.24,23,35,Si,4.8,9166,Septiembre,Martes,Campaña Escolar,310
1369,Tablet,Oficina,833.01,43,70,Si,2.3,4853,Febrero,Lunes,Campaña Escolar,278
1370,Celular,Computo,1766.74,25,209,Si,3.2,2698,Mayo,Sabado,Fiestas Patrias,283
1371,Parlante,Oficina,2655.84,0,198,Si,4.2,3624,Octubre,Viernes,Fiestas Patrias,182
1372,Escritorio,Computo,1639.96,37,123,Si,3.9,5819,Enero,Sabado,Normal,275
1373,Teclado,Accesorios,307.93,48,178,Si,2.2,9526,Diciembre,Martes,Fiestas Patrias,381
1374,Monitor,Accesorios,1353.41,38,481,Si,4.6,7777,Febrero,Jueves,Normal,322
1375,Laptop,Oficina,267.98,5,47,Si,4.1,4940,Julio,Lunes,Campaña Escolar,277
1376,Laptop,Gaming,3283.21,26,56,Si,4.8,9278,Octubre,Lunes,Black Friday,346
1377,Disco SSD,Computo,477.85,44,99,Si,4.6,7989,Enero,Lunes,Fiestas Patrias,344
1378,Smartwatch,Tecnologia,1974.31,32,358,Si,4.1,3131,Febrero,Viernes,Campaña Escolar,308
1379,Teclado,Computo,1912.7,30,165,No,2.9,2983,Enero,Lunes,Campaña Escolar,231
1380,Router,Computo,1530.49,23,215,Si,4.6,5880,Junio,Martes,Navidad,339
1381,Camara,Gaming,2107.6,23,164,Si,4.3,8332,Febrero,Lunes,Navidad,386
1382,Camara,Accesorios,608.55,3,166,Si,2.8,4540,Diciembre,Martes,Fiestas Patrias,199
1383,Disco SSD,Gaming,1135.91,16,173,Si,4.9,8481,Enero,Sabado,Normal,306
1384,Disco SSD,Gaming,1442.6,21,65,Si,4.0,7052,Diciembre,Jueves,Fiestas Patrias,281
1385,Celular,Tecnologia,1364.1,13,137,No,2.4,4587,Marzo,Domingo,Fiestas Patrias,205
1386,Tablet,Accesorios,101.55,47,211,Si,4.5,4038,Septiembre,Martes,Black Friday,400
1387,Smartwatch,Computo,349.06,0,74,Si,3.4,87,Febrero,Jueves,Normal,152
1388,Celular,Computo,2890.43,48,57,Si,2.1,4201,Diciembre,Miercoles,Navidad,330
1389,Mouse,Computo,2951.78,4,225,No,1.3,5770,Agosto,Lunes,Black Friday,198
1390,Celular,Gaming,2065.14,2,58,Si,3.6,2510,Diciembre,Miercoles,Black Friday,204
1391,Camara,Oficina,3382.47,8,449,Si,3.5,9631,Mayo,Domingo,Black Friday,323
1392,Parlante,Tecnologia,161.24,19,443,Si,4.3,6250,Agosto,Sabado,Fiestas Patrias,324
1393,Laptop,Oficina,1690.46,16,187,No,1.6,1243,Noviembre,Lunes,Black Friday,160
1394,Camara,Tecnologia,1281.79,37,289,No,5.0,2471,Febrero,Martes,Black Friday,316
